Year,Plot,NAdd,ln.NAtm.NAdd,NTrt,sr,TotBio,Fenced,FTrt,Exp,Field,Achimill,Agrorepe,Agroscab,Agrosmit,Allistel,Ambrarte,Ambrcoro,Andrgera,Anemcyli,Antenegl,Apocandr,Apoccann,Apocynsp,Arisbasi,Artecaud,Arteludo,Asclepsp,Asclinca,Ascloval,Asclsyri,Ascltube,Asclvert,Asteazur,Asteeric,Astejunc,Astersp,Astesimp,Astrcana,Bertinca,Brominer,Calalong,Camprotu,Carexsp,Chenalbu,Chenlept,Chenopsp,Cirsarve,Cirsdisc,Cirsiusp,Comarich,Convarve,Corepalm,Creptect,Cypefili,Cyperusp,Cypeschw,Equihyem,Equilaev,Equisesp,Eragspec,Erigcana,Erigstri,Euphcoro,Euphglyp,Fragvirg,Hedehisp,Helibick,Hierlong,Koelcris,Lactcana,Lactserr,Lactucsp,Lappsquar,Lathveno,Lechstri,Leptcogn,Lespcapi,Liataspe,Lithcane,Lithcaro,Lithossp,Lychalba,Miscelsp,Mollvert,Oenobien,Oxybhirs,Panicapi,Panilanu,Paniolig,Paniperl,Paniprae,Pensgrac,Pensgran,Petapurp,Phlopilo,Physhete,Physvirg,Poacompr,Poaprate,Polyarti,Polycana,Polyconv,Polygasp,Polygosp,Polygsp2,Polypers,Polypoly,Polytenu,Poterect,Querrubr,Ranurhom,Rudbsero,Rumeacet,Rumexsp,Schiscop,Scutlate,Setalute,Setarisp,Setaviri,Sileanti,Sisycamp,Smilrace,Smilstel,Soligram,Solimiss,Solinemo,Solirigi,Sorgnuta,Stipspar,Stipspic,Tradessp,Tradocci,Tragdubi,Verbthap,Vicivill,Violasp,Violpall,Violped2,Violpeda,Violsagi
1995,39,0,0,0.00-g N,12,382.967,1,Deer +,1,C,0,4.233,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,114.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.933,0,0,0.107,0,0,0,0,0.033,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4,0,0,0,0,0,0,0,0,0,0,0,85.033,0.124,0,0,0,0,0,0,0,0,0,0.304,0,0
1996,39,0,0,0.00-g N,8,228.987,1,Deer +,1,C,0,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,23.233,0,0,0,0,0,0,67.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.667,0,0,0,0,0,0,0,0,0,0,0,23.933,0,0,0,0,0,0,0,0,0,0,0.05,0,0
1997,39,0,0,0.00-g N,8,234.799,1,Deer +,1,C,0,15.733,0,0,0,0,0,0,0,0,0,0,0,0,0,9.967,0,0,0,0,0,0,65.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.833,0,0,0,0,0,0,0,0,0,0,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,1.733,0,0,0,0,0,0,0,0,0,0,0,0
1998,39,0,0,0.00-g N,8,429.366,1,Deer +,1,C,0,5.333,0,0,0,0,0,0,0,0,0,0,0,0,0,54.933,0,0,0,0,0,0,103.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.07,0,0,0,0,0,0,0,0,0,0,0,74.467,0,0,0,0,0,0,0,0,0.133,0,0,0,0
1999,39,0,0,0.00-g N,7,166.164,1,Deer +,1,C,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,18.007,0,0,0,0,0,0,17.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447,0,0
2000,39,0,0,0.00-g N,9,602.97,1,Deer +,1,C,0,14.267,0,0,0,0,0,0,0,0,0,0,0,0,0,10.433,0,0,0,0,0,0,128.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.433,0,0,0,0,0,0,0,0,0,0,0,250.13,0,0,0,0,0.533,0,0,0,0,0,0.867,0,0
2001,39,0,0,0.00-g N,7,343.764,1,Deer +,1,C,0,33.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,0,0,0,0,0,0,1,0,0
2002,39,0,0,0.00-g N,5,261.964,1,Deer +,1,C,0,81.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.367,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.267,0,0
2003,39,0,0,0.00-g N,5,163.631,1,Deer +,1,C,0,107.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,39,0,0,0.00-g N,8,369.6369,1,Deer +,1,C,0,260.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.333,0,0,40.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333,0,0,0,0,0,0,0,0,0,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333,0,0.0333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,39,0,0,0.00-g N,5,276.0834,0,Deer +,1,C,0,250.0333,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,39,0,0,0.00-g N,4,143.403,0,Deer +,1,C,0,136.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,39,0,0,0.00-g N,4,106.26,0,Deer +,1,C,0,99.4,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,39,0,0,0.00-g N,7,128.14,0,Deer +,1,C,0,112.72,0,0,0,0,0.22,0,0,0,0,0,0,0,0,2.47,0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0
2009,39,0,0,0.00-g N,5,31.66,0,Deer +,1,C,0,29.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,39,0,0,0.00-g N,10,220.94,0,Deer +,1,C,0,121.9,0,0,0,0,57.27,0,0,0,0,0,0,0,0,8.73,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,20.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67,0,0,0,0,0,0,0,0,0,0,0.07,0,0
2011,39,0,0,0.00-g N,9,222.68,0,Deer +,1,C,0,84.87,0,0,0,0,45.9,0,0,0,0,0,0,0,0,5.57,0,0,0,0,0,0,0,0,0,0,0,0,25.07,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,45.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,39,0,0,0.00-g N,11,187.41,0,Deer +,1,C,0,97.8,0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,9.47,0,0.18,0,0,0,0,0,0,0,0,0,0,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,0,0,0,0,0,0,0,0,0,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0
2015,39,0,0,0.00-g N,11,205.94,0,Deer +,1,C,0,89.93,0,0,0,0,0,0,0,0,0,0.53,0,0,0,40.27,0,0,0,0,0,0,0,0,0,0,0,0,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2.13,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,9.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.97,0,0,0,0,0,0,0,0,0,15.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0
2018,39,0,0,0.00-g N,13,339.43,0,Deer +,1,C,0,56.07,0,0,0,3.2,0,0,0,0,0,0,0,0,0,170.23,0,0.23,0,0,0,0,0,0,0,0,0,0,9.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.77,0,0,0,0,17.67,0,0,0,0.05,0,0,0,0,0,31.17,0,0,0,0,0,0,0,0,0,24.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0
2019,39,0,0,0.00-g N,14,224.07,0,Deer +,1,C,0,28.23,0,0,0,6.67,19.5,0,0,0,0.47,0,0,0,0,100.6,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,0,0,0,0,0,0,0,0,0,31.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0.13,0,0
1982,41,0,0,0.00-g N,14,146.845,1,Deer +,1,C,0,1.083,0,0,0,0,6.367,0,0.657,0,0,0,0,0,2.633,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207,13.067,0,0,0,0,0,0,0,0,15.367,0,0,0.077,0,0,0,0,0,0,0,0,0,0,0.527,0,41.533,0,0,0,0,0,0,0,0,0,0,44.067,0,0,0,0,0,0,0.277,0,0,0,0,0.783,0,0
1983,41,0,0,0.00-g N,16,253.7,1,Deer +,1,C,0,0,0.4,0,0,0,4.067,0,2.633,0,0,0,0,0,0.01,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,2.433,0,0,0.027,0,0,0,0,0.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333,0,0,0,0,0,0,0,0,0,27.867,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0.1,0,154.23,0,0,0,0,0,0,0,0,0,0,38.967,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0
1984,41,0,0,0.00-g N,18,130.583,1,Deer +,1,C,0,0,0,0,0,0,2.7,0,3.713,0,0,0,0,0,1.397,5.987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.747,0,0,5.593,0,0,0.093,0.56,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47,0,0,0,0,0,0,0,0,0,20.2,0,0,0,0,0,0,0,0.107,0.183,0,0,0,0,0.063,0,60.033,0,0,0,0,0,0,0,0,0,0,25.767,0,0,0,0,0,0.577,0,0,0,0,0,0.063,0,0
1985,41,0,0,0.00-g N,19,91.836,1,Deer +,1,C,0,0.217,0,0,0,0,1.267,0,2.067,0,0,0,0,0,1.48,1.367,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0,0,0,0,0,0,0,0,0,0,5.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873,0.007,0.003,0,0,0,0,0,0,0,8.167,0,0,0,0,0,0,0,1.937,0.307,0,0,0,0,0,0,35.433,0,0,0,0,0,0,0,0,0,0,29.233,0,4.267,0,0,0,0,0,0,0,0,0,0.057,0,0
1986,41,0,0,0.00-g N,16,165.263,1,Deer +,1,C,0,0.367,0,0,0,0,2.8,0,1.367,0,0,0,0,0,0,9.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.733,0.133,0.033,0,0,0,0,0,0,0,24.233,0,0,0,0,0,0,0,0.067,0.5,0,0,0,0,0,0,103.23,0,0,0,0,0,0,0,0,0,0,14.567,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
1987,41,0,0,0.00-g N,18,138.601,1,Deer +,1,C,0,1.1,0,0,0,0,4.367,0,0.867,0,0,0,0,0,0,0.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.067,2.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733,0,0,0,0.367,0.267,0,0,0,0,0,0,0,0,6.767,0,0,0,0,0,0,0,0.133,0,0,0,0,0,0.1,0,82.933,0,0,0,0,0,0,0,0,0,0,25.7,0.5,9,0,0,0,0.033,0,0,0,0,0,0.867,0,0
1988,41,0,0,0.00-g N,11,149.501,1,Deer +,1,C,0,0.4,0,0,0,0,0.8,0,0,0,0,0,0,0,14.1,1.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.867,0,0,0,0,0,0,0,0,0,0,5.5,34.567,0,0,0,0,0.4,0,0,0,0,0,0,0,0
1989,41,0,0,0.00-g N,13,205.47,1,Deer +,1,C,0,0,0,0,0,0,0,0,0.567,0,0,0,0,0,0.1,0.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7,0,0,0,0,0,0,0,0.2,0.033,0,0,0,0,0,0,119.87,0,0,0,0,0,0,0,0,0,0,34.633,18.067,0,0,0,0,0,3.9,0,0,0,0,0.133,0,0
1990,41,0,0,0.00-g N,13,267.927,1,Deer +,1,C,0,0,0,0,0,0,5.247,0,0,0,0,0,0,0,0,1.057,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0.15,0,0,0,0,0,0,0,0.637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463,0,0,0,0,0,0,0,0,0,24.9,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,232.13,0,0,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0.18,0,0,0,0,0,0.173,0,0
1991,41,0,0,0.00-g N,18,196.4,1,Deer +,1,C,0,0,0,0,0,0,0,0,0.067,0,0,0,0,0,48.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0.1,0.167,0,0,0,0,0,0,0.4,0,0,0.133,0,0,0,0,0,0,0,0,0.133,0,0,0.1,0.067,0,0,0,0,0,0,0,0,27.4,0,0,0,0,0,0,0,7.133,0.267,0,0,0,0,0,0,92.233,0,0,0,0,0,0,0,0,0,0,5.7,0.233,0,0,0,0,0,0,0,0,0,0,0.1,0,0
1992,41,0,0,0.00-g N,12,106.116,1,Deer +,1,C,0,0.953,0,0,0,0,6.603,0,0,0,0,0,0,0,0,3.737,0,0,0,0,0,0,1.357,0,0,0,0,0,0,0,0,0,1.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0,0,0,0,0,0,0,1.033,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,40.86,0,0,0,0,0,0,0,0.503,0,0,0,0,0,0,0,44.04,0,0,0,0,0,0,0,0,0,0,5.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,41,0,0,0.00-g N,17,183.333,1,Deer +,1,C,0,0.367,0,0,0,0,5.367,0,0,0,0,0,0,0,0,48.933,0,0,0,0,0,0,11.5,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,1.667,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0.3,0.1,0,0,0,0,0,0,0,0,43.433,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0,0,64.433,0,0,0,0,0,0,0,0,0,0,0.367,4.5,0,0,0,0,0.267,0,0,0,0,0,0.2,0,0
1994,41,0,0,0.00-g N,9,158.72,1,Deer +,1,C,0,0,0,0,0,0,0.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,2.367,0,0,0,0,0,0,0,0,42.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.57,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.249,0,0,0,0,0,0,0,0
1995,41,0,0,0.00-g N,10,397.502,1,Deer +,1,C,0,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,26.367,0,0,0,0,0,0,74.467,0,0,0,0,0,0,0,0,0,0.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144,0,0,0,0,0,0,0,0,0,0,0,0,15.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.967,0,0,0,0,0,0,0,0,0,0,0,112.5,0,0,0,0,0,0,0,0,0,0,0.239,0,0
1996,41,0,0,0.00-g N,11,333.699,1,Deer +,1,C,0,0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.8,0,0,0,0,0,0,0,0,0,4.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.067,0,0,1.333,0,0,0,0,0,0,0,0,0,0,0,5.4,0.867,0,0,0,0,0,0,0,0,142.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.933,0,0,0,0,0,0,0,0,0,0,0,17.233,0,0,0,0,0,0,0,0,0,0,0.06,0,0
1997,41,0,0,0.00-g N,10,347.066,1,Deer +,1,C,0,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,16.167,0,0,0,0,0,0,97.967,0,0,0,0,0,0,0,0,0,4.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,13.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.633,0,0,0,0,0,0,0,0,0,0,0,54.233,0,0,0,0,0,0,0,0,0,0,0.6,0,0
1998,41,0,0,0.00-g N,7,272.134,1,Deer +,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.1,0,0,0,0,0,0,0,0,0,0,0,41.7,0,0,0,0,0,0,0,0,0,0,0.9,0,0
1999,41,0,0,0.00-g N,8,285.123,1,Deer +,1,C,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.6,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.167,0,0,0,0,0,0,0,0,0,0,0,37.633,0,0,0,0,0,0,0,0,0,0,0.97,0,0
2000,41,0,0,0.00-g N,6,292.133,1,Deer +,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,40.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.867,0,0,0,0,0,0,0,0,0,0,0,142.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,41,0,0,0.00-g N,7,644.203,1,Deer +,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,131.87,0,0,0,0,0,0,0,0,0,0,0,39.833,0,0,0.03,0,0,0,0,0,0,0,0,0,102.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362.57,0,0,0,0,0,0,0,0,0,0,4,0,0
